-0.1, -3.8, 10.3
0.1, -1.4, 9.2
0.3, 0.9, 8.0
0.3, 1.8, 7.7
-1.5, 0.9, 9.9
-2.5, -0.7, 8.8
-1.3, -0.3, 7.4
-0.9, 0.1, 7.2
1.8, -0.2, 8.6
2.3, -2.2, 8.9
2.8, -3.4, 8.1
3.3, -3.5, 7.2
-0.6, -3.6, 10.2
-2.7, -4.5, 9.0
-5.1, -5.7, 7.9
-5.3, -6.1, 7.2
0.4, -3.8, 9.9
-0.6, -5.2, 7.2
-1.4, -6.5, 5.2
-1.7, -6.8, 4.5
0.3, 0.4, 8.3
-0.5, 0.2, 7.1
-0.7, 0.5, 7.3
3.3, -3.7, 6.5
3.3, -3.9, 7.4
